,_unit_id,_created_at,_canary,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,direction,b1,b2,direction_gold,e1,e2,relation,relex_relcos,sent_id,sentence,term1,term2,twrex
10806,788748091,9/15/2015 17:18:19,1738812222,9/15/2015 17:17:55,False,clixsense,0.7893,33980820,USA,IL,Chicago,69.47.104.214,INTRAVENOUS L THYROXINE treats MYXEDEMA,79,106,,86,128,treats,0.9113223768657672,907952,"2]  Ridgway EC, McCammon JA, Benotti J, Maloof F. Acute metabolic responses in MYXEDEMA to large doses of INTRAVENOUS L THYROXINE",MYXEDEMA,INTRAVENOUS L THYROXINE,RO-may_treat
10813,788748092,9/15/2015 17:27:17,1738816667,9/15/2015 17:27:01,False,gifthunterclub,0.8413,29582088,GBR,I2,Manchester,2.99.153.19,OMEPRAZOLE treats REFRACTORY REFLUX ESOPHAGITIS,92,77,,120,87,treats,0.995893206467704,800538,"Klinkenberg Knol EC, Festen HPM, Jansen JBMJ et al. Long term treatment with OMEPRAZOLE for REFRACTORY REFLUX ESOPHAGITIS: efficacy and safety.",REFRACTORY REFLUX ESOPHAGITIS,OMEPRAZOLE,TWrex-cause
10827,788748095,9/15/2015 16:38:40,1738780007,9/15/2015 16:38:26,False,instagc,0.9306,18960682,GBR,U2,Annan,92.18.213.181,TERBINAFINE treats TRICHOPHYTON TINEA CAPITIS,71,39,,96,50,treats,1.0,800686,"Friedlander SF, Aly R, Krafchik B et alTERBINAFINE in the treatment of TRICHOPHYTON TINEA CAPITIS: a randomized, double blind, parallel group, duration finding study.",TRICHOPHYTON TINEA CAPITIS,TERBINAFINE,TWrex-cause
10834,788748096,9/15/2015 16:38:25,1738779905,9/15/2015 16:38:10,False,instagc,0.9306,18960682,GBR,U2,Annan,92.18.213.181,METHOTREXATE treats ECTOPIC PREGNANCY,75,53,,91,65,treats,0.9615239476408228,803217,1994 10 28  Transvaginal intra amniotic injection of METHOTREXATE in early ECTOPIC PREGNANCY,ECTOPIC PREGNANCY,METHOTREXATE,TWrex-cause
10841,788748097,9/15/2015 16:13:51,1738770945,9/15/2015 16:13:31,False,neodev,0.9167,14096345,NLD,03,Eibergen,178.85.94.186,ERGONOVINE treats VASOSPASTIC ANGINA,132,101,,150,111,treats,0.936585811581694,500252,"To investigate the mechanism of coronary spasm, we compared the action of acetylcholine with that of ERGONOVINE in 11 patients with VASOSPASTIC ANGINA and in 15 patients with chest pain (group 2",VASOSPASTIC ANGINA,ERGONOVINE,TWrex-diagnose
10848,788748105,9/15/2015 18:14:18,1738884578,9/15/2015 18:14:03,False,instagc,0.85,18985376,GBR,D2,Derby,86.27.159.112,ISLET CELL NEOGENESIS treats DIABETES,91,79,,111,87,treats,0.993127066322842,902134,"If islet cell tolerance could be re induced, a major clinical hurdle to curing DIABETES by ISLET CELL NEOGENESIS may be overcome.",ISLET CELL NEOGENESIS,DIABETES,RO-disease_has_primary_anatomic_site
10855,788748106,9/15/2015 16:01:24,1738766206,9/15/2015 16:01:06,False,vivatic,0.9583,32338429,GBR,N7,Guildford,92.21.219.178,TERBINAFINE treats TINEA CAPITIS,140,108,,153,119,treats,0.995893206467704,907640,"Kullavanijaya P, Reangchainam S, Ungpakorn R. Randomized single-blind study of efficacy and tolerability of TERBINAFINE in the treatment of TINEA CAPITIS",TINEA CAPITIS,TERBINAFINE,RO-may_treat
10869,788748108,9/15/2015 16:01:05,1738766114,9/15/2015 16:00:52,False,vivatic,0.9583,32338429,GBR,N7,Guildford,92.21.219.178,HEPARIN treats PULMONARY EMBOLISM,100,63,,117,70,treats,1.0,803804,"Wan S, Quinlan DJ, Agnelli G et al. Thrombolysis compared with HEPARIN for the initial treatment of PULMONARY EMBOLISM",PULMONARY EMBOLISM,HEPARIN,TWrex-cause
10876,788748109,9/15/2015 20:00:52,1738938863,9/15/2015 20:00:12,False,neodev,0.8433,33758777,USA,,,38.95.108.251,LIPOSOMAL AMPHOTERICIN B treats DRUG RESISTANT VISCERAL LEISHMANIASIS,70,152,,106,176,treats,0.979957887012223,908300,"This report is of the successful treatment of a patient with multiply DRUG RESISTANT VISCERAL LEISHMANIASIS with a commercially prepared formulation of LIPOSOMAL AMPHOTERICIN B (L AmB) ('AmBisome', Vestar, San Dimas, California, USA.",DRUG RESISTANT VISCERAL LEISHMANIASIS,LIPOSOMAL AMPHOTERICIN B,RO-may_treat
10883,788748114,9/15/2015 16:00:32,1738765865,9/15/2015 16:00:05,False,vivatic,0.9583,32338429,GBR,N7,Guildford,92.21.219.178,WARFARIN treats SYSTEMIC EMBOLISM MYOCARDIAL INFARCTION,378,273,,416,281,treats,0.8846517369293829,803724,Fixed dose oral ximelagatran vs adjusted dose warfarin in nonvalvular atrial fibrillation requiring long term anticoagulation therapy at mean 20 months +  Outcomes                                 Event rate per     Difference patient y          (95% CI) Ximelagatran       WARFARIN Any stroke (ischemic or hemorrhagic)   1.6%             1.2%         0.45% ( 0.13 to 1.0) ++ or SYSTEMIC EMBOLISM MYOCARDIAL INFARCTION                  1.0%             1.4%          0.4% { 0.9 to 0.2 +++.,SYSTEMIC EMBOLISM MYOCARDIAL INFARCTION,WARFARIN,TWrex-cause
10890,788748115,9/15/2015 16:13:29,1738770740,9/15/2015 16:13:18,False,neodev,0.9167,14096345,NLD,03,Eibergen,178.85.94.186,PILOCARPINE treats XEROSTOMIA,39,0,,48,11,treats,0.9970544855015808,804165,PILOCARPINE may be prescribed to treat XEROSTOMIA,XEROSTOMIA,PILOCARPINE,TWrex-cause
10897,788865464,9/15/2015 22:47:04,1739064990,9/15/2015 22:46:19,False,clixsense,0.8917,20587495,CAN,NB,Saint John,142.162.106.74,TAZAROTENE treats PSORIASIS,181,97,,189,107,treats,0.9754262200082652,800769,Acne exacerbation may occur in the early weeks of treatment  Slow onset of clinical improvement; TAZAROTENE gel and cream formulations are available in 0.05% concentration to treat PSORIASIS,PSORIASIS,TAZAROTENE,TWrex-cause
10904,788865465,9/15/2015 22:19:37,1739056050,9/15/2015 22:19:07,False,neodev,0.8889,33758777,USA,,,38.95.108.251,[ARIPIPRAZOLE] treats [ACUTE BIPOLAR MANIA],107,77,,126,88,treats,0.9901475429766742,215194,"title=A placebo controlled, double blind study of the efficacy and safety of [ARIPIPRAZOLE] in patients with [ACUTE BIPOLAR MANIA]",[ACUTE BIPOLAR MANIA],[ARIPIPRAZOLE],TWrex-treat
10911,788865467,9/16/2015 03:55:11,1739250670,9/16/2015 03:54:18,False,clixsense,0.8056,17950689,GBR,L9,Sheffield,146.200.192.103,PAROXETINE treats PANIC DISORDER,74,43,,87,53,treats,1.0,800191,"Oehrberg S, Christiansen PE, Behnke K et alPAROXETINE in the treatment of PANIC DISORDER: a randomised, double blind, placebo controlled study.",PANIC DISORDER,PAROXETINE,TWrex-cause
10918,788865468,9/15/2015 21:57:23,1739047821,9/15/2015 21:57:14,False,neodev,0.6843,33701549,NLD,,,85.203.17.204,CRYPTOCOCCAL MENINGITIS treats AMPHOTERICIN B,52,93,,74,107,treats,0.964763821237732,800370,"Dismukes WE, Cloud G, Gallis HA et al. Treatment of CRYPTOCOCCAL MENINGITIS with combination AMPHOTERICIN B and flucytosine for four as compared with six weeks.",CRYPTOCOCCAL MENINGITIS,AMPHOTERICIN B,TWrex-cause
10925,788865470,9/16/2015 06:20:14,1739394068,9/16/2015 06:19:36,False,prodege,0.825,27934334,GBR,C8,Croydon,81.159.60.206,WARFARIN treats THROMBOEMBOLIC STROKE,96,162,,116,170,treats,0.8551861104941371,804630,"Both warfarin groups had lower rates for the main composite measure, nonfatal reinfarction, and THROMBOEMBOLIC STROKE than the aspirin alone group (Table); the 2 WARFARIN groups did not differ for these outcomes.",THROMBOEMBOLIC STROKE,WARFARIN,TWrex-cause
10932,788865475,9/15/2015 22:19:04,1739055849,9/15/2015 22:18:25,False,neodev,0.8889,33758777,USA,,,38.95.108.251,NIZATIDINE treats ACTIVE BENIGN GASTRIC ULCER DISEASE,61,32,,95,42,treats,0.9950371902099888,804762,"Cloud ML, Enas N, Offen WW et alNIZATIDINE versus placebo in ACTIVE BENIGN GASTRIC ULCER DISEASE: an eight week, multicenter, randomized, double blind comparison.",ACTIVE BENIGN GASTRIC ULCER DISEASE,NIZATIDINE,TWrex-cause
10946,788865482,9/16/2015 00:13:42,1739090797,9/16/2015 00:13:20,False,instagc,0.9028,31888345,USA,CA,Hayward,24.7.3.180,AMPHOTERICIN B treats NEUTROPENIA,182,93,,192,107,treats,0.936329177569045,800740,"1]  Malik IA, Moid I, Aziz Z, Khan S, Suleman M. A randomized comparison of fluconazole with AMPHOTERICIN B as empiric anti fungal agents in cancer patients with prolonged fever and NEUTROPENIA",NEUTROPENIA,AMPHOTERICIN B,TWrex-cause
10953,788865483,9/16/2015 03:30:44,1739227789,9/16/2015 03:30:28,False,instagc,0.8145,33058612,USA,IL,Glenview,162.229.106.229,AMOXICILLIN treats ACUTE MAXILLARY SINUSITIS,77,45,,101,56,treats,1.0,907639,Multicenter comparison of clarithromycin and AMOXICILLIN in the treatment of ACUTE MAXILLARY SINUSITIS,ACUTE MAXILLARY SINUSITIS,AMOXICILLIN,RO-may_treat
10960,788865486,9/15/2015 22:19:37,1739056046,9/15/2015 22:19:07,False,neodev,0.8889,33758777,USA,,,38.95.108.251,VORICONAZOLE treats ASPERGILLOSIS,192,42,,204,54,treats,0.9918365981341752,800866,"Treatment  The current treatments include VORICONAZOLE and liposomal amphotericin B. Newer findings suggest use of mild oral steroids for a longer period of time, preferably for 6 9 months in ASPERGILLOSIS in pulmonary segment.",ASPERGILLOSIS,VORICONAZOLE,TWrex-cause
10967,788865487,9/15/2015 22:56:34,1739068332,9/15/2015 22:56:17,False,clixsense,0.85,21963184,GBR,L9,Sheffield,146.199.61.136,COLESTIPOL treats SEVERE HETEROZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA,57,31,,105,41,treats,0.99654575824488,907609,Illingworth DR. Mevinolin plus COLESTIPOL in therapy for SEVERE HETEROZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA,SEVERE HETEROZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA,COLESTIPOL,RO-may_treat
10974,788865488,9/16/2015 06:47:36,1739409597,9/16/2015 06:47:26,False,prodege,0.9018,30501999,CAN,ON,Ottawa,137.122.64.22,CHLORAMBUCIL treats CHRONIC LYMPHOCYTIC LEUKEMIA,139,103,,166,115,treats,1.0,803854,"1]  Rai KR, Peterson BL, Appelbaum FR, Kolitz J, Elias L, Shepherd L, et al. Fludarabine compared with CHLORAMBUCIL as primary therapy for CHRONIC LYMPHOCYTIC LEUKEMIA",CHRONIC LYMPHOCYTIC LEUKEMIA,CHLORAMBUCIL,TWrex-cause
10981,788865490,9/15/2015 22:44:31,1739064128,9/15/2015 22:44:15,False,instagc,0.9048,23287154,USA,CA,San Jose,50.184.60.102,WARFARIN treats VTE,132,81,,134,89,treats,1.0,805296,"Low dose unfractionated heparin, low molecular weight heparin, fondaparinux, and WARFARIN have all been shown to be efficacious for VTE prevention in surgical patients.",VTE,WARFARIN,TWrex-cause
10988,788865492,9/16/2015 03:18:09,1739215972,9/16/2015 03:17:55,False,elite,0.648,34356654,USA,DE,,108.59.11.227,MAINTENANCE CYCLOSPORINE THERAPY treats PSORIASIS,106,69,,114,101,treats,0.995893206467704,815138,"Ellis CN, Fradin MS, Hamilton TA et al. Duration of remission during MAINTENANCE CYCLOSPORINE THERAPY for PSORIASIS: relationship to maintenance dose and degree of improvement during initial therapy.",PSORIASIS,MAINTENANCE CYCLOSPORINE THERAPY,TWrex-cause
10995,788865496,9/15/2015 21:18:04,1739027211,9/15/2015 21:17:28,False,neodev,1.0,20306047,GBR,,,80.41.0.252,[IBUPROFEN 400MG AND MORPHINE IR] treats [POST SURGERY DENTAL PAIN],109,55,,133,85,treats,0.933256525257383,211607,"A phase II single dose trial of tapentadol 25mg 200mg, [IBUPROFEN 400MG AND MORPHINE IR] 60mg was evaluated in [POST SURGERY DENTAL PAIN]",[POST SURGERY DENTAL PAIN],[IBUPROFEN 400MG AND MORPHINE IR],TWrex-treat
11002,788865497,9/15/2015 22:20:18,1739056280,9/15/2015 22:19:39,False,neodev,0.8889,33758777,USA,,,38.95.108.251,OMEPRAZOLE treats HEARTBURN,135,158,,143,168,treats,0.961074462327142,804783,Lansoprazole provided more effective and faster relief for heartburn than did omeprazole in erosive esophagitis  Keywords: Esophagitis HEARTBURN Lansoprazole OMEPRAZOLE  ACP Journal Club.,HEARTBURN,OMEPRAZOLE,TWrex-cause
11009,788865498,9/16/2015 06:42:30,1739406904,9/16/2015 06:42:17,False,gifthunterclub,0.7639,33931170,AUS,04,Brisbane,121.208.7.253,VACCINE treats HEPATITIS B,76,34,,87,41,treats,0.9838699100999068,206621,"This approach has been taken with [VACCINE]s for mumps, measles, rubella, and [HEPATITIS B] .",HEPATITIS B,VACCINE,TWrex-treat
11030,788865504,9/16/2015 01:29:21,1739120342,9/16/2015 01:28:59,False,cotter,0.8968,34377132,USA,OH,Athens,107.10.138.13,no_relation,95,64,,121,74,treats,0.6868028197,222326,"However, a placebo-controlled trial failed to show benefit with [FLUOXETINE] in 54 patients with [DEPERSONALIZATION DISORDER].",DEPERSONALIZATION DISORDER,FLUOXETINE,TWrex-treat
11037,788865505,9/16/2015 01:48:31,1739137293,9/16/2015 01:48:02,False,prodege,0.7440000000000001,24403612,USA,MI,Royal Oak,198.208.251.21,no_relation,116,0,,129,33,treats,0.981980506061966,214211,"[INTRA ARTERIAL IODINE 131 LIPIODOL] administration Efficacy demonstrated in unresectable patients, those with portal [VEIN THROMBUS]",[VEIN THROMBUS],[INTRA ARTERIAL IODINE 131 LIPIODOL],TWrex-treat
11044,788865506,9/16/2015 04:47:46,1739301952,9/16/2015 04:47:29,False,gifthunterclub,0.894,30901412,GBR,G5,Margate,85.210.116.48,SPIRONOLACTONE treats HEART FAILURE,171,66,,183,80,treats,0.9918365981341752,805250,"138  Aldosterone antagonists   The aldosterone antagonists (i.e., SPIRONOLACTONE and eplerenone) are another relatively old class of drugs with new data to support use in HEART FAILURE",HEART FAILURE,SPIRONOLACTONE,TWrex-cause
11051,788865507,9/15/2015 21:53:16,1739046029,9/15/2015 21:52:57,False,pocketmoneygpt,0.7877,21432964,GBR,F8,Borehamwood,81.159.185.70,FLUTICASONE PROPIONATE AEROSOL treats MILD TO MODERATE ASTHMA,64,0,,86,30,treats,1.0,803472,FLUTICASONE PROPIONATE AEROSOL for the treatment of adults with MILD TO MODERATE ASTHMA,MILD TO MODERATE ASTHMA,FLUTICASONE PROPIONATE AEROSOL,TWrex-cause
11058,788865509,9/16/2015 06:47:36,1739409585,9/16/2015 06:47:26,False,prodege,0.9018,30501999,CAN,ON,Ottawa,137.122.64.22,CHONDROITIN SULFATE treats OSTEOARTHRITIS,100,12,,113,31,treats,0.963086824686154,800163,"In general, CHONDROITIN SULFATE combined with these other agents was found to alleviate symptoms of OSTEOARTHRITIS compared to placebo.",OSTEOARTHRITIS,CHONDROITIN SULFATE,TWrex-cause
11072,788865511,9/16/2015 01:48:31,1739137296,9/16/2015 01:48:02,False,prodege,0.7440000000000001,24403612,USA,MI,Royal Oak,198.208.251.21,CLOZAPINE treats TREATMENT RESISTANT PSYCHOSIS,126,64,,154,73,treats,1.0,804018,"Small JG, Milstein V, Marhenke JD et al. Treatment outcome with CLOZAPINE in tardive dyskinesia, neuroleptic sensitivity, and TREATMENT RESISTANT PSYCHOSIS",TREATMENT RESISTANT PSYCHOSIS,CLOZAPINE,TWrex-cause
11079,788865513,9/16/2015 00:13:53,1739090850,9/16/2015 00:13:43,False,instagc,0.9028,31888345,USA,CA,Hayward,24.7.3.180,WARFARIN treats PE,271,286,,272,294,treats,0.995893206467704,803257,"Patients with transient risk factors for DVT (eg, immobilization, surgery) can discontinue warfarin after 3 to 6 mo. Patients with nonmodifiable risk factors (eg, hypercoagulability), spontaneous DVT with no known risk factors, or recurrent DVT and patients who have had PE should take WARFARIN for at least 6 mo and probably for life unless complications occur.",PE,WARFARIN,TWrex-cause
11093,788865517,9/16/2015 03:30:44,1739227790,9/16/2015 03:30:28,False,instagc,0.8145,33058612,USA,IL,Glenview,162.229.106.229,no_relation,137,181,,166,190,treats,0.843274042711568,803642,"2]  Horowitz LN, Spielman SR, Greenspan AM, Mintz GS, Morganroth J, Brown R, et al. Use of amiodarone in the treatment of persistent and PAROXYSMAL ATRIAL FIBRILLATION resistant to QUINIDINE therapy.",PAROXYSMAL ATRIAL FIBRILLATION,QUINIDINE,TWrex-cause
11100,788865518,9/16/2015 04:48:02,1739302301,9/16/2015 04:47:47,False,gifthunterclub,0.894,30901412,GBR,G5,Margate,85.210.116.48,SUBLINGUAL NIFEDIPINE treats SYSTEMIC HYPERTENSION,95,47,,115,67,treats,0.985329278164293,907907,"Beer N, Gallegos I, Cohen A et al. Efficacy of SUBLINGUAL NIFEDIPINE in the acute treatment of SYSTEMIC HYPERTENSION",SYSTEMIC HYPERTENSION,SUBLINGUAL NIFEDIPINE,RO-may_treat
11107,788865519,9/16/2015 01:29:21,1739120343,9/16/2015 01:28:59,False,cotter,0.8968,34377132,USA,OH,Athens,107.10.138.13,no_relation,33,144,,60,168,treats,0.889000889001333,815038,"104 ,   152  Prevention of Avian INFLUENZA A VIRUS INFECTIONS   +  >     Oral  Dosage usually recommended for prophylaxis of seasonal influenza A AND B VIRUS INFECTIONS has been recommended.",INFLUENZA A VIRUS INFECTIONS,A AND B VIRUS INFECTIONS,TWrex-cause
11114,788865520,9/16/2015 01:29:44,1739120583,9/16/2015 01:29:22,False,cotter,0.8968,34377132,USA,OH,Athens,107.10.138.13,no_relation,74,28,,98,52,treats,0.640512615220349,813711,A study of 61 patients with MYELODYSPLASTIC SYNDROME and normocellular or HYPERCELLULAR BONE MARROW who received antithymocyte globulin found that 34% became transfusion independent after treatment ( 31.,HYPERCELLULAR BONE MARROW,MYELODYSPLASTIC SYNDROME,TWrex-cause
11128,788865523,9/15/2015 21:18:16,1739027292,9/15/2015 21:18:05,False,neodev,1.0,20306047,GBR,,,80.41.0.252,DIVALPROEX treats BIPOLAR MANIA,136,104,,148,114,treats,0.99654575824488,803876,"1]  Sachs G, Chengappa KN, Suppes T, Mullen JA, Brecher M, Devine NA, et al. Quetiapine with lithium or DIVALPROEX for the treatment of BIPOLAR MANIA: a randomized, double blind, placebo controlled study.",BIPOLAR MANIA,DIVALPROEX,TWrex-cause
11135,788865524,9/16/2015 04:47:28,1739301635,9/16/2015 04:47:10,False,gifthunterclub,0.894,30901412,GBR,G5,Margate,85.210.116.48,CONTROLLED TRIAL OF NORFLOXACIN AND AMOXYCILLIN IN treats TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTION IN THE ELDERLY,90,35,,154,84,treats,0.707106781186547,907612,"Hill S, Yeates M, Pathy J et al. A CONTROLLED TRIAL OF NORFLOXACIN AND AMOXYCILLIN IN the TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTION IN THE ELDERLY.",TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTION IN THE ELDERLY,CONTROLLED TRIAL OF NORFLOXACIN AND AMOXYCILLIN IN,RO-may_treat
11142,788865526,9/16/2015 05:51:35,1739369656,9/16/2015 05:51:24,False,instagc,0.7163,21613169,GBR,A7,Birmingham,109.156.129.221,ASPIRIN treats MI,22,61,,23,68,treats,0.995893206467704,800875,"Clopidogrel decreases MI in patients treated with lytics and ASPIRIN  (4) , an accomplishment also claimed for the early invasive strategy with revascularization of the infarct artery.",MI,ASPIRIN,TWrex-cause
11149,788865528,9/15/2015 23:10:22,1739073319,9/15/2015 23:09:43,False,clixsense,0.9315,11106820,USA,MA,Taunton,173.48.52.95,MIDRIN treats MIGRAINE,98,153,,106,159,treats,0.9965457582,205512,"In combination with paracetamol and isometheptene, it is the active ingredient of medications for [MIGRAINE] and vascular headaches, including Epidrin and [MIDRIN].",MIGRAINE,MIDRIN,TWrex-treat
11156,788865530,9/16/2015 03:17:53,1739215714,9/16/2015 03:17:30,False,elite,0.648,34356654,USA,DE,,108.59.11.227,ALLEVIATE PAIN AND FATIGUE treats FEMALE PATIENTS WITH FMS,99,204,,124,228,treats,0.6741998624632421,812802,"◊ Fluoxetine alone, at an average dose of 55 mg/d, was found to significantly benefit function and ALLEVIATE PAIN AND FATIGUE as compared with placebo in a double blind randomized, controlled study of 60 FEMALE PATIENTS WITH FMS ( 99.",ALLEVIATE PAIN AND FATIGUE,FEMALE PATIENTS WITH FMS,TWrex-cause
11163,788865532,9/15/2015 22:12:51,1739053559,9/15/2015 22:12:35,False,prodege,0.6984,15439740,AUS,02,Jannali,14.200.59.55,ONDAPARINUX W treats ACUTE PROXIMAL DVT OR PE,145,67,,168,80,treats,1.0,803482," In two randomized trials with more than 2000 patients per trial, fONDAPARINUX Was shown to be as effective and safe in the initial treatment of ACUTE PROXIMAL DVT OR PE as LMWH or UFH, respectively ( 27 ;  28.",ACUTE PROXIMAL DVT OR PE,ONDAPARINUX W,TWrex-cause
11177,788865538,9/16/2015 03:17:53,1739215716,9/16/2015 03:17:30,False,elite,0.648,34356654,USA,DE,,108.59.11.227,[ORAL VITAMIN C] treats [FLARES],34,76,,39,89,treats,0.9615239476408228,220512,Some patients are able to prevent [FLARES] with use of topical sunscreens and [ORAL VITAMIN C].,[FLARES],[ORAL VITAMIN C],TWrex-treat
11184,788865539,9/15/2015 21:19:47,1739028175,9/15/2015 21:19:27,False,neodev,1.0,20306047,GBR,,,80.41.0.252,HYDROXYUREA treats POLYCYTHEMIA VERA,32,0,,48,11,treats,0.986393923832144,907569,HYDROXYUREA in the treatment of POLYCYTHEMIA VERA: a prospective study of 100 patients over a 20 year period.,POLYCYTHEMIA VERA,HYDROXYUREA,RO-may_treat
11191,788865541,9/16/2015 00:13:53,1739090848,9/16/2015 00:13:43,False,instagc,0.9028,31888345,USA,CA,Hayward,24.7.3.180,FLUVOXAMINE treats OBSESSIVE COMPULSIVE DISORDER,57,25,,85,36,treats,1.0,800777,"Montgomery SA, Manceaux AFLUVOXAMINE in the treatment of OBSESSIVE COMPULSIVE DISORDER",OBSESSIVE COMPULSIVE DISORDER,FLUVOXAMINE,TWrex-cause
11205,788865545,9/16/2015 03:18:09,1739215973,9/16/2015 03:17:55,False,elite,0.648,34356654,USA,DE,,108.59.11.227,DRONABINOL treats ANOREXIA,62,18,,69,28,treats,0.858955690387333,803827,"59   In addition, DRONABINOL is approved for the treatment of ANOREXIA associated with weight loss in patients with AIDS (starting with 2.5 mg twice daily, before lunch and supper, and titrating to effect and tolerability.",ANOREXIA,DRONABINOL,TWrex-cause
11212,788865546,9/15/2015 23:45:55,1739083542,9/15/2015 23:45:23,False,neodev,0.9417,22074628,GBR,,,92.4.207.4,AMANTADINE treats PARKINSON'S DISEASE,31,0,,49,10,treats,1.0,907950,AMANTADINE in the treatment of PARKINSON'S DISEASE,PARKINSON'S DISEASE,AMANTADINE,RO-may_treat
11219,788865549,9/15/2015 21:16:58,1739026267,9/15/2015 21:16:50,False,clixsense,1.0,19162475,GBR,P8,Trowbridge,82.33.126.30,TERAZOSIN THERAPY treats BENIGN PROSTATIC HYPERPLASIA,61,39,,88,56,treats,0.99654575824488,804592,"The safety, efficacy and compliance of TERAZOSIN THERAPY for BENIGN PROSTATIC HYPERPLASIA",BENIGN PROSTATIC HYPERPLASIA,TERAZOSIN THERAPY,TWrex-cause
11226,788865550,9/15/2015 23:10:22,1739073320,9/15/2015 23:09:43,False,clixsense,0.9315,11106820,USA,MA,Taunton,173.48.52.95,no_relation,240,0,,288,28,treats,0.4574957109978139,804558,"LOW MOLECULAR WEIGHT HEPARIN for 7 days was more effective than compression stockings for preventing DVT in knee arthroscopy  Hematology/Thrombosis  About Star Ratings  Keywords: Arthroplasty, replacement, knee Fibrinolytic agents Heparin, LOW MOLECULAR WEIGHT PULMONARY EMBOLISM STOCKINGS compression Venous thromboembolism Venous Thrombosis  ACP Journal Club.",LOW MOLECULAR WEIGHT PULMONARY EMBOLISM STOCKINGS,LOW MOLECULAR WEIGHT HEPARIN,TWrex-cause
11233,788865551,9/15/2015 21:57:13,1739047734,9/15/2015 21:56:57,False,neodev,0.6843,33701549,NLD,,,85.203.17.204,IV AMPHOTERICIN B LIPOSOMAL treats INVASIVE ASPERGILLOSIS,149,193,,170,220,treats,0.938314863256837,800199,"244 ,   248 ,   268 ,   269 ,   288 ,   396 ,   379 ,   420 ,   423 ,   436  IDSA considers voriconazole the drug of choice for primary treatment of INVASIVE ASPERGILLOSIS in most patients and IV AMPHOTERICIN B LIPOSOMAL the preferred alternative.",INVASIVE ASPERGILLOSIS,IV AMPHOTERICIN B LIPOSOMAL,TWrex-cause
11240,788865554,9/15/2015 21:57:13,1739047740,9/15/2015 21:56:57,False,neodev,0.6843,33701549,NLD,,,85.203.17.204,MAJOR DEPRESSION treats PAROXETINE,36,118,,51,128,treats,0.9970544855015808,907618,"CONCLUSIONS  In older patients with MAJOR DEPRESSION who responded to treatment, long term maintenance treatment with PAROXETINE prevented recurrence of depression.",MAJOR DEPRESSION,PAROXETINE,RO-may_treat
11247,788865556,9/16/2015 04:02:29,1739257212,9/16/2015 04:02:08,False,clixsense,0.8194,21665495,CAN,,,24.105.69.70,INTERFERON treats HEPATOCELLULAR CANCER,65,204,,85,214,treats,0.9878291611472622,800863,Review: Interferon and nucleoside/tide analogues reduce risk for HEPATOCELLULAR CANCER in patients with chronic hepatitis B  Gastroenterology Infectious Disease  About Star Ratings  Keywords: Hepatitis B INTERFERONs Nucleosides Nucleotides Neoplasms  ACP Journal Club.,HEPATOCELLULAR CANCER,INTERFERON,TWrex-cause
11254,788865557,9/16/2015 02:39:49,1739180719,9/16/2015 02:38:58,False,elite,0.7847,30312592,CAN,ON,Sudbury,66.103.55.12,no_relation,158,143,,176,153,treats,1.0,800452,"Evidence: • In large cohort studies, survival and complication free survival were significantly better in patients who received treatment with INTERFERON for CHRONIC HEPATITIS C ( 8 ) and for chronic hepatitis B ( 9 ) as compared to patients who did not.",CHRONIC HEPATITIS C,INTERFERON,TWrex-cause
11268,788865559,9/15/2015 21:19:27,1739027963,9/15/2015 21:18:33,False,neodev,1.0,20306047,GBR,,,80.41.0.252,no_relation,115,202,,127,227,treats,0.304997140665209,903638,"1   If staphylococci resistant to penicillinase resistant penicillins (oxacillin resistant [methicillin resistant] STAPHYLOCOCCI are prevalent in the hospital or community, empiric therapy of suspected STAPHYLOCOCCAL INFECTIONS should include another appropriate anti infective (e.g., vancomycin.",STAPHYLOCOCCI,STAPHYLOCOCCAL INFECTIONS,RO-has_causative_agent
11275,788865562,9/15/2015 21:43:11,1739041098,9/15/2015 21:42:43,False,neodev,0.8611,33644825,USA,FL,Fort Lauderdale,65.111.173.161,ACETAMINOPHEN treats PAIN,0,62,,3,75,treats,0.99654575824488,804167,PAIN without inflammation is usually more safely treated with ACETAMINOPHEN,PAIN,ACETAMINOPHEN,TWrex-cause
11289,789214460,9/16/2015 14:48:23,1739537728,9/16/2015 14:48:06,False,neodev,0.8095,18881135,CAN,ON,Ajax,99.243.87.224,MESNA treats HAEMATURIA,83,0,,93,5,treats,0.9970544855015808,220426,[MESNA] is used therapeutically to reduce the incidence of haemorrhagic cystitis and [HAEMATURIA] when a patient receives ifosfamide or cyclophosphamide for cancer chemotherapy.,HAEMATURIA,MESNA,TWrex-treat
